                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.0583,                 1.8624,                  1.125,                 0.7432,                0.75701,                0.78987,                0.43321,                 1.5264,                 4.9673,                 1.0576,             0.00041133,             0.00041133,             0.00041133
                     78,                 1.0365,                 1.8847,                 1.1338,                0.76008,                0.69257,                0.81267,                0.42115,                  1.513,                 4.7124,                 1.0681,             0.00040021,             0.00040021,             0.00040021
                     79,                 1.0344,                 1.8486,                 1.1281,                0.76565,                 0.7115,                0.81205,                0.42553,                 1.5691,                 5.0748,                 1.1279,             0.00038918,             0.00038918,             0.00038918
                     80,                 1.0281,                 1.8637,                 1.1089,                0.69849,                0.78984,                0.79478,                0.40242,                 1.5436,                 5.2139,                 1.1367,             0.00037822,             0.00037822,             0.00037822
                     81,                 1.0511,                 1.8678,                 1.1261,                0.74799,                 0.6707,                0.78705,                0.43548,                 1.5609,                 5.0946,                 1.0909,             0.00036734,             0.00036734,             0.00036734
                     82,                 1.0399,                 1.8778,                 1.1435,                0.60264,                0.81584,                  0.725,                0.35353,                 1.5497,                 4.8847,                 1.0575,             0.00035656,             0.00035656,             0.00035656
                     83,                 1.0346,                 1.8287,                 1.1127,                0.69883,                 0.8423,                0.83453,                0.42472,                 1.5646,                 4.8403,                 1.0026,             0.00034588,             0.00034588,             0.00034588
                     84,                 1.0253,                 1.8665,                 1.1252,                0.72387,                0.83042,                0.83776,                0.43091,                 1.5858,                 5.0425,                 1.0996,              0.0003353,              0.0003353,              0.0003353
                     85,                  1.035,                 1.8661,                 1.1374,                0.68468,                0.80182,                 0.8258,                0.46192,                 1.5293,                 4.8046,                 1.0688,             0.00032483,             0.00032483,             0.00032483
                     86,                 1.0326,                 1.8434,                 1.1353,                0.77828,                0.78607,                0.80961,                0.40689,                 1.5393,                 4.8807,                 1.0745,             0.00031448,             0.00031448,             0.00031448
                     87,                 1.0061,                 1.8383,                 1.1056,                0.74965,                0.75838,                0.79563,                0.40644,                 1.5549,                 5.0465,                 1.1291,             0.00030426,             0.00030426,             0.00030426
                     88,                 1.0259,                 1.8429,                 1.1152,                0.66601,                0.85109,                0.82457,                0.41966,                 1.5573,                 5.0804,                 1.1258,             0.00029416,             0.00029416,             0.00029416
                     89,                 1.0348,                 1.8082,                 1.1099,                0.66882,                0.84562,                0.80494,                0.42815,                 1.6235,                 4.9654,                 1.1132,             0.00028419,             0.00028419,             0.00028419
                     90,                 1.0045,                  1.806,                 1.1095,                0.67515,                0.78098,                0.76444,                0.40392,                   1.59,                 5.2819,                 1.1206,             0.00027437,             0.00027437,             0.00027437
